voter_id,survey_id,response_date,question_id,question_text,is_parent,parent_question,optional_data,dropdown_value,score,comments,Start_Year,Location,Dept
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,497,How satisfied are you with the opportunity to progress your career here?,No,Personal Growth,,,5,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,500,How satisfied are you with the amount of challenge in your role?,No,Personal Growth,,,7,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,512,Meaning & Purpose,Yes,,,,,Despite the lack of training I am committed and inspired by the organisation.,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,501,How inspired are you by your organisation?,No,Meaning & Purpose,,,10,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,504,How committed are you to helping the organisation succeed?,No,Meaning & Purpose,,,9,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,513,Clarity,Yes,,,,,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,495,How clear are you on the requirements of your job?,No,Clarity,,,9,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,502,How well does your organisation keep you informed?,No,Clarity,,,9,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,503,How clear is the link between your role and the success of the organisation?,No,Clarity,,,7,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,514,Enablement,Yes,,,,,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,491,How able are you to manage your workload?,No,Enablement,,,6,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,496,To what extent do you have access to the resources you need to support you in your role?,No,Enablement,,,7,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,506,Open Question,Yes,,,,,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,505,"Overall, how happy are you at work and please tell us why?",No,Open Questions,,,8,,2016-2017,Shanghai,Sales
6e6b88acc159b520a3bd2a83a105fee096854e7bc547077ba096969c7a803e14,99,20210104,999,Employee Net Promoter Score,No,Open Questions,,,10,I have recently informed a family member to send there CV to our HR team because I believe they could do a good job for us.,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,494,Safety,Yes,,,,,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,486,How satisfied are you with the physical environment you work in?,No,Safety,,,6,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,488,How much do you trust your organisation?,No,Safety,,,7,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,490,How satisfied are you with the balance between your work and home life?,No,Safety,,,6,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,508,Freedom,Yes,,,,,Unfortunately I have a manager who likes to micro manager and tell me how I should do my job. It's so frustrating.,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,489,How free do you feel to be your true self at work?,No,Freedom,,,6,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,507,How satisfied are you with the level of freedom you have in your role?,No,Freedom,,,4,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,509,Relationships,Yes,,,,,"Well .. My relationships are not that positive, I don't like some members of my team and this makes work hard for me.",2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,487,How positive are your relationships at work?,No,Relationships,,,5,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,493,How much do you enjoy working with your team?,No,Relationships,,,4,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,499,How well do you get on with people at work?,No,Relationships,,,4,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,510,Acknowledgment,Yes,,,,,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,492,How much do you feel valued as an individual?,No,Acknowledgment,,,6,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,498,How much do you feel your opinions are listened to?,No,Acknowledgment,,,7,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,511,Personal Growth,Yes,,,,,"Can't fault the company on this, feel that I'm being invested in to help the company in the future.",2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,485,How satisfied are you with the amount of learning opportunities on offer?,No,Personal Growth,,,8,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,497,How satisfied are you with the opportunity to progress your career here?,No,Personal Growth,,,9,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,500,How satisfied are you with the amount of challenge in your role?,No,Personal Growth,,,9,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,512,Meaning & Purpose,Yes,,,,,"Inspired and committed, haven't worked in many place that have been so clear in defining a vision.",2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,501,How inspired are you by your organisation?,No,Meaning & Purpose,,,10,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,504,How committed are you to helping the organisation succeed?,No,Meaning & Purpose,,,10,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,513,Clarity,Yes,,,,,"My manager is a micro manager, they tend to tell me how to do something rather than what it is I have to do. This is very frustrating, often leading to me doing things, but unsure why I'm doing them.",2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,495,How clear are you on the requirements of your job?,No,Clarity,,,6,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,502,How well does your organisation keep you informed?,No,Clarity,,,7,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,503,How clear is the link between your role and the success of the organisation?,No,Clarity,,,8,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,514,Enablement,Yes,,,,,"Its difficult to manage my workload because I'm micro managed. My manager thinks this is making them a 'strong' leader, but the reality is we are so inefficient and closed off to new ideas.",2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,491,How able are you to manage your workload?,No,Enablement,,,6,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,496,To what extent do you have access to the resources you need to support you in your role?,No,Enablement,,,9,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,506,Open Question,Yes,,,,,,2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,505,"Overall, how happy are you at work and please tell us why?",No,Open Questions,,,6,"Generally I'm happy, but being micro managed makes me feel like I'm not trusted.",2016-2017,Shanghai,Sales
2d3c5243f31cd612326d8f93a62d06ca39cab5a7543a14976900e4feb3275db0,99,20210104,999,Employee Net Promoter Score,No,Open Questions,,,10,A good environment to work to today and in the future. I would not hesitate to tell to everyone about this workplace.,2016-2017,Shanghai,Sales
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,494,Safety,Yes,,,,,Are we seriously expected to work in these conditions. Itâ€™s a miracle we get anything done.,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,486,How satisfied are you with the physical environment you work in?,No,Safety,,,5,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,488,How much do you trust your organisation?,No,Safety,,,7,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,490,How satisfied are you with the balance between your work and home life?,No,Safety,,,7,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,508,Freedom,Yes,,,,,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,489,How free do you feel to be your true self at work?,No,Freedom,,,7,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,507,How satisfied are you with the level of freedom you have in your role?,No,Freedom,,,7,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,509,Relationships,Yes,,,,,The relationships I have are strong.,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,487,How positive are your relationships at work?,No,Relationships,,,8,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,493,How much do you enjoy working with your team?,No,Relationships,,,7,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,499,How well do you get on with people at work?,No,Relationships,,,8,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,510,Acknowledgment,Yes,,,,,"Sometimes people listen, but it doesn't feel genuine.",2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,492,How much do you feel valued as an individual?,No,Acknowledgment,,,6,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,498,How much do you feel your opinions are listened to?,No,Acknowledgment,,,5,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,511,Personal Growth,Yes,,,,,I'm finding career progression something thatâ€™s severely lacking.,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,485,How satisfied are you with the amount of learning opportunities on offer?,No,Personal Growth,,,6,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,497,How satisfied are you with the opportunity to progress your career here?,No,Personal Growth,,,3,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,500,How satisfied are you with the amount of challenge in your role?,No,Personal Growth,,,7,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,512,Meaning & Purpose,Yes,,,,,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,501,How inspired are you by your organisation?,No,Meaning & Purpose,,,9,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,504,How committed are you to helping the organisation succeed?,No,Meaning & Purpose,,,9,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,513,Clarity,Yes,,,,,"The organisation as a whole is good at keep us up to date, but unfortunately  have a manager who is a poor communicator so I am often unclear on what I need to do on a day to day basis.",2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,495,How clear are you on the requirements of your job?,No,Clarity,,,4,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,502,How well does your organisation keep you informed?,No,Clarity,,,10,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,503,How clear is the link between your role and the success of the organisation?,No,Clarity,,,9,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,514,Enablement,Yes,,,,,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,491,How able are you to manage your workload?,No,Enablement,,,6,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,496,To what extent do you have access to the resources you need to support you in your role?,No,Enablement,,,7,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,506,Open Question,Yes,,,,,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,505,"Overall, how happy are you at work and please tell us why?",No,Open Questions,,,8,,2018-2019,Shanghai,Technology
db856025bc47716bae1520fbf0bc1129a088d8b8b62d499526e40d5e4c127007,99,20210104,999,Employee Net Promoter Score,No,Open Questions,,,10,Supports flexible working such as part time and promotes a friendly and supportive work environment,2018-2019,Shanghai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,494,Safety,Yes,,,,,Too hot!,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,486,How satisfied are you with the physical environment you work in?,No,Safety,,,3,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,488,How much do you trust your organisation?,No,Safety,,,7,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,490,How satisfied are you with the balance between your work and home life?,No,Safety,,,5,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,508,Freedom,Yes,,,,,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,489,How free do you feel to be your true self at work?,No,Freedom,,,7,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,507,How satisfied are you with the level of freedom you have in your role?,No,Freedom,,,6,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,509,Relationships,Yes,,,,,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,487,How positive are your relationships at work?,No,Relationships,,,7,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,493,How much do you enjoy working with your team?,No,Relationships,,,8,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,499,How well do you get on with people at work?,No,Relationships,,,7,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,510,Acknowledgment,Yes,,,,,"People say their listening and encourage us to speak up, but what's the point if the leadership never do anything????",2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,492,How much do you feel valued as an individual?,No,Acknowledgment,,,6,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,498,How much do you feel your opinions are listened to?,No,Acknowledgment,,,5,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,511,Personal Growth,Yes,,,,,"Yeah this is a real strength of the company. I've been here a few years and had lots of training and a couple of promotions. This rapid rise does mean that I find my role challenging, but I like that.",2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,485,How satisfied are you with the amount of learning opportunities on offer?,No,Personal Growth,,,9,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,497,How satisfied are you with the opportunity to progress your career here?,No,Personal Growth,,,10,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,500,How satisfied are you with the amount of challenge in your role?,No,Personal Growth,,,10,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,512,Meaning & Purpose,Yes,,,,,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,501,How inspired are you by your organisation?,No,Meaning & Purpose,,,10,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,504,How committed are you to helping the organisation succeed?,No,Meaning & Purpose,,,10,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,513,Clarity,Yes,,,,,Very clear on what is expected of me and how what I do links to the organisations success.,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,495,How clear are you on the requirements of your job?,No,Clarity,,,9,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,502,How well does your organisation keep you informed?,No,Clarity,,,10,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,503,How clear is the link between your role and the success of the organisation?,No,Clarity,,,10,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,514,Enablement,Yes,,,,,"Tricky to manage my workload, due to the nature of my job. Tasks come in and the need completing in turnaround times. Not sure what the solution is, but would appreciate more capacity to influence my workload.",2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,491,How able are you to manage your workload?,No,Enablement,,,5,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,496,To what extent do you have access to the resources you need to support you in your role?,No,Enablement,,,8,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,506,Open Question,Yes,,,,,,2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,505,"Overall, how happy are you at work and please tell us why?",No,Open Questions,,,9,"Overall I'm happy, training has been good over the past 12 months. If I could manage my workload more the score would be higher.",2018-2019,Mumbai,Technology
f62ec49be38cd3d6e213a62796a0405b74388e287f34fb00a0fcf20736037e0f,99,20210104,999,Employee Net Promoter Score,No,Open Questions,,,10,Feel like you really care about your staff.,2018-2019,Mumbai,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,494,Safety,Yes,,,,,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,486,How satisfied are you with the physical environment you work in?,No,Safety,,,8,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,488,How much do you trust your organisation?,No,Safety,,,7,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,490,How satisfied are you with the balance between your work and home life?,No,Safety,,,8,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,508,Freedom,Yes,,,,,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,489,How free do you feel to be your true self at work?,No,Freedom,,,7,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,507,How satisfied are you with the level of freedom you have in your role?,No,Freedom,,,7,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,509,Relationships,Yes,,,,,I like being part of my team.,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,487,How positive are your relationships at work?,No,Relationships,,,6,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,493,How much do you enjoy working with your team?,No,Relationships,,,8,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,499,How well do you get on with people at work?,No,Relationships,,,8,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,510,Acknowledgment,Yes,,,,,"Its an interesting question because I feel valued by my colleagues, but not senior leaders. I don't if any of them know how much I contribute.",2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,492,How much do you feel valued as an individual?,No,Acknowledgment,,,5,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,498,How much do you feel your opinions are listened to?,No,Acknowledgment,,,7,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,511,Personal Growth,Yes,,,,,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,485,How satisfied are you with the amount of learning opportunities on offer?,No,Personal Growth,,,9,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,497,How satisfied are you with the opportunity to progress your career here?,No,Personal Growth,,,8,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,500,How satisfied are you with the amount of challenge in your role?,No,Personal Growth,,,9,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,512,Meaning & Purpose,Yes,,,,,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,501,How inspired are you by your organisation?,No,Meaning & Purpose,,,10,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,504,How committed are you to helping the organisation succeed?,No,Meaning & Purpose,,,10,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,513,Clarity,Yes,,,,,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,495,How clear are you on the requirements of your job?,No,Clarity,,,9,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,502,How well does your organisation keep you informed?,No,Clarity,,,9,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,503,How clear is the link between your role and the success of the organisation?,No,Clarity,,,9,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,514,Enablement,Yes,,,,,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,491,How able are you to manage your workload?,No,Enablement,,,8,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,496,To what extent do you have access to the resources you need to support you in your role?,No,Enablement,,,8,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,506,Open Question,Yes,,,,,,2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,505,"Overall, how happy are you at work and please tell us why?",No,Open Questions,,,9,"Thank you for asking these questions. I found it really helpful to think about the question, made me realise how fortunate I am to be working here.",2018-2019,London,Technology
6259c204377c00b9cc7ac64c52d723dd6389a68dc846ce4b3b24a12728771482,99,20210104,999,Employee Net Promoter Score,No,Open Questions,,,10,"Very likely, if there was ever a person I knew to fit the job, I would recommend straight away.",2018-2019,London,Technology
bb5f5d65bc62f436bfbd125ba80215500e3ee5411cf989860265fd871bd6ce28,99,20210104,494,Safety,Yes,,,,,"I enjoy what I do, but there are too many long days. Its just become an expectation people will work 12 hour days.",2018-2019,Shanghai,Customer
bb5f5d65bc62f436bfbd125ba80215500e3ee5411cf989860265fd871bd6ce28,99,20210104,486,How satisfied are you with the physical environment you work in?,No,Safety,,,5,,2018-2019,Shanghai,Customer
bb5f5d65bc62f436bfbd125ba80215500e3ee5411cf989860265fd871bd6ce28,99,20210104,488,How much do you trust your organisation?,No,Safety,,,7,,2018-2019,Shanghai,Customer
bb5f5d65bc62f436bfbd125ba80215500e3ee5411cf989860265fd871bd6ce28,99,20210104,490,How satisfied are you with the balance between your work and home life?,No,Safety,,,5,,2018-2019,Shanghai,Customer
bb5f5d65bc62f436bfbd125ba80215500e3ee5411cf989860265fd871bd6ce28,99,20210104,508,Freedom,Yes,,,,,,2018-2019,Shanghai,Customer
bb5f5d65bc62f436bfbd125ba80215500e3ee5411cf989860265fd871bd6ce28,99,20210104,489,How free do you feel to be your true self at work?,No,Freedom,,,7,,2018-2019,Shanghai,Customer
